  Year 1  ,  Year 2  ,  Year 3  ,  Year 4  ,  Year 5  
" 114,335.00 "," 289,196.00 "," 226,810.00 "," 200,282.00 "," 29,998.00 "
" 99,694.00 "," 162,288.00 "," 154,198.00 "," 199,766.00 "," 255,885.00 "
" 174,866.00 "," 164,778.00 "," 280,293.00 "," 199,680.00 "," 166,544.00 "
" 148,069.00 "," 263,926.00 "," 241,930.00 "," 199,931.00 "," 21,876.00 "
" 255,651.00 "," 173,628.00 "," 72,977.00 "," 200,219.00 ",  -    
" 141,495.00 "," 161,471.00 "," 494,565.00 "," 199,384.00 "," 221,537.00 "
" 219,474.00 "," 335,636.00 "," 488,718.00 "," 200,127.00 ",  -    
" 164,121.00 "," 190,590.00 "," 43,020.00 "," 199,479.00 "," 168,613.00 "
" 184,491.00 "," 302,809.00 "," 122,815.00 "," 199,735.00 "," 11,992.00 "
" 204,089.00 "," 250,344.00 "," 20,426.00 "," 200,041.00 "," 16,562.00 "
" 219,734.00 "," 231,874.00 "," 499,745.00 "," 200,808.00 ",  -    
" 284,008.00 "," 259,527.00 "," 291,878.00 "," 199,372.00 "," 83,717.00 "
" 41,454.00 "," 191,316.00 "," 62,776.00 "," 199,642.00 ",  -    
" 277,285.00 "," 331,727.00 "," 16,733.00 "," 200,358.00 ",  -    
" 224,825.00 "," 338,627.00 "," 182,650.00 "," 200,370.00 "," 38,530.00 "
" 237,134.00 "," 269,276.00 "," 497,205.00 "," 200,192.00 "," 163,846.00 "
" 217,968.00 "," 281,053.00 "," 248,663.00 "," 200,589.00 "," 109,716.00 "
" 168,423.00 "," 287,389.00 "," 488,829.00 "," 199,837.00 "," 128,566.00 "
" 205,832.00 "," 314,808.00 ", 588.00 ," 199,903.00 "," 28,743.00 "
" 117,949.00 "," 202,246.00 "," 97,210.00 "," 200,489.00 "," 37,425.00 "
" 130,644.00 "," 257,938.00 "," 497,270.00 "," 200,059.00 ",  -    
" 180,855.00 "," 229,874.00 "," 332,290.00 "," 199,774.00 ",  -    
" 182,760.00 "," 258,581.00 "," 490,410.00 "," 200,919.00 "," 145,822.00 "
" 78,626.00 "," 303,126.00 "," 82,815.00 "," 199,098.00 "," 4,287.00 "
" 101,929.00 "," 339,032.00 "," 23,832.00 "," 200,466.00 "," 88,571.00 "
" 169,200.00 "," 233,865.00 "," 275,999.00 "," 200,068.00 "," 35,671.00 "
" 33,688.00 "," 266,688.00 "," 31,747.00 "," 199,674.00 "," 88,706.00 "
" 243,200.00 "," 255,286.00 "," 1,239.00 "," 199,985.00 ",  -    
" 181,358.00 "," 260,990.00 "," 211,470.00 "," 200,111.00 "," 68,627.00 "
  -    ," 267,929.00 "," 394,597.00 "," 199,531.00 "," 40,249.00 "
" 289,404.00 "," 190,375.00 "," 124,560.00 "," 199,969.00 "," 116,153.00 "
" 250,255.00 "," 275,940.00 "," 27,832.00 "," 199,554.00 "," 48,905.00 "
" 303,127.00 "," 305,433.00 "," 279,302.00 "," 199,652.00 "," 134,416.00 "
" 299,613.00 "," 343,825.00 "," 463,346.00 "," 200,746.00 "," 154,900.00 "
" 98,721.00 "," 321,527.00 "," 85,433.00 "," 200,472.00 "," 47,469.00 "
" 93,771.00 "," 290,039.00 "," 26,304.00 "," 200,273.00 "," 34,732.00 "
" 78,402.00 "," 305,677.00 "," 467,687.00 "," 200,320.00 "," 108,533.00 "
" 160,238.00 "," 180,308.00 "," 402,093.00 "," 199,880.00 "," 70,142.00 "
" 132,967.00 "," 246,823.00 "," 360,871.00 "," 199,530.00 "," 87,878.00 "
" 80,953.00 "," 331,314.00 "," 52,008.00 "," 199,803.00 "," 82,433.00 "
" 284,818.00 "," 279,483.00 "," 225,630.00 "," 200,414.00 "," 132,891.00 "
" 203,086.00 "," 298,833.00 "," 376,758.00 "," 199,914.00 ",  -    
" 200,459.00 "," 302,204.00 "," 498,038.00 "," 199,992.00 "," 88,611.00 "
" 233,297.00 "," 333,688.00 ", 170.00 ," 199,736.00 ",  -    
" 137,699.00 "," 233,811.00 "," 152,006.00 "," 199,904.00 "," 196,904.00 "
" 134,361.00 "," 306,132.00 "," 386,643.00 "," 199,988.00 "," 27,205.00 "
" 123,991.00 "," 236,282.00 "," 78,784.00 "," 199,716.00 "," 29,361.00 "
" 254,801.00 "," 190,448.00 "," 11,073.00 "," 200,184.00 "," 257,539.00 "
" 59,506.00 "," 173,227.00 "," 193,687.00 "," 200,328.00 "," 30,708.00 "
  -    ," 255,134.00 "," 118,772.00 "," 199,992.00 ",  -    
" 123,912.00 "," 161,120.00 "," 492,583.00 "," 200,042.00 ",  -    
 673.00 ," 349,493.00 "," 443,871.00 "," 200,231.00 "," 2,298.00 "
" 185,729.00 "," 274,834.00 "," 345,067.00 "," 199,799.00 ",  -    
  -    ," 239,354.00 "," 349,577.00 "," 200,266.00 "," 110,822.00 "
" 306,353.00 "," 174,204.00 "," 440,969.00 "," 200,216.00 "," 96,088.00 "
" 143,622.00 "," 244,046.00 "," 404,482.00 "," 199,684.00 "," 33,568.00 "
" 112,694.00 "," 249,891.00 "," 292,045.00 "," 200,596.00 "," 155,641.00 "
" 371,192.00 "," 186,928.00 "," 346,579.00 "," 200,086.00 "," 88,575.00 "
" 160,906.00 "," 245,389.00 "," 499,945.00 "," 199,951.00 "," 29,221.00 "
" 168,222.00 "," 154,836.00 "," 376,134.00 "," 200,178.00 "," 259,931.00 "
" 301,135.00 "," 198,472.00 "," 218,142.00 "," 200,055.00 ",  -    
" 192,360.00 "," 235,407.00 "," 397,103.00 "," 199,836.00 "," 11,532.00 "
" 93,955.00 "," 323,441.00 "," 156,737.00 "," 199,347.00 "," 86,737.00 "
" 42,045.00 "," 185,761.00 "," 412,876.00 "," 200,504.00 "," 74,536.00 "
  -    ," 247,993.00 "," 2,887.00 "," 199,341.00 "," 242,472.00 "
" 234,550.00 "," 176,164.00 "," 78,623.00 "," 198,986.00 ",  -    
" 280,952.00 "," 204,703.00 "," 2,335.00 "," 199,729.00 ",  -    
" 308,687.00 "," 255,770.00 "," 498,290.00 "," 199,999.00 "," 213,167.00 "
" 222,807.00 "," 207,717.00 "," 336,024.00 "," 199,858.00 ",  -    
" 263,189.00 "," 188,401.00 "," 65,966.00 "," 200,038.00 "," 228,491.00 "
" 63,600.00 "," 203,685.00 "," 401,243.00 "," 199,644.00 "," 163,033.00 "
" 265,522.00 "," 251,855.00 "," 151,794.00 "," 200,849.00 ",  -    
" 285,828.00 "," 226,798.00 "," 154,050.00 "," 200,122.00 ",  -    
" 191,934.00 "," 293,612.00 "," 25,695.00 "," 199,896.00 "," 81,495.00 "
" 220,480.00 "," 188,105.00 "," 287,415.00 "," 200,345.00 "," 53,116.00 "
  -    ," 251,716.00 "," 464,110.00 "," 200,018.00 "," 70,966.00 "
" 188,966.00 "," 321,605.00 "," 489,114.00 "," 199,462.00 "," 221,687.00 "
" 233,415.00 "," 337,662.00 "," 397,518.00 "," 200,327.00 ",  -    
" 366,783.00 "," 191,803.00 "," 275,291.00 "," 200,200.00 "," 20,724.00 "
" 260,882.00 "," 227,206.00 "," 361,340.00 "," 200,405.00 "," 91,422.00 "
" 139,773.00 "," 289,690.00 "," 200,226.00 "," 200,092.00 "," 86,608.00 "
  -    ," 318,628.00 "," 382,237.00 "," 200,003.00 ",  -    
" 420,686.00 "," 214,282.00 ", 213.00 ," 200,354.00 "," 144,806.00 "
" 343,544.00 "," 229,336.00 "," 463,220.00 "," 200,009.00 "," 32,526.00 "
" 218,123.00 "," 338,740.00 "," 344,717.00 "," 199,621.00 "," 127,949.00 "
" 274,184.00 "," 159,145.00 "," 376,997.00 "," 200,595.00 "," 69,949.00 "
" 265,061.00 "," 240,246.00 "," 56,884.00 "," 199,851.00 "," 109,544.00 "
" 82,606.00 "," 227,584.00 "," 407,882.00 "," 200,075.00 "," 96,339.00 "
" 262,327.00 "," 234,923.00 "," 412,491.00 "," 199,392.00 ",  -    
" 175,681.00 "," 163,568.00 "," 53,047.00 "," 200,186.00 "," 9,285.00 "
  -    ," 233,846.00 "," 324,296.00 "," 199,043.00 "," 164,387.00 "
" 169,485.00 "," 272,955.00 "," 103,246.00 "," 199,456.00 ",  -    
" 378,019.00 "," 267,945.00 "," 18,836.00 "," 200,312.00 ",  -    
" 44,433.00 "," 229,591.00 "," 66,439.00 "," 199,942.00 "," 160,677.00 "
" 157,682.00 "," 218,054.00 "," 317,410.00 "," 200,217.00 "," 115,939.00 "
" 137,834.00 "," 313,494.00 "," 463,656.00 "," 200,539.00 "," 99,691.00 "
" 262,430.00 "," 210,680.00 "," 485,660.00 "," 199,379.00 ",  -    
" 241,774.00 "," 344,730.00 "," 108,702.00 "," 199,950.00 "," 94,692.00 "
" 58,048.00 "," 178,854.00 "," 70,741.00 "," 200,442.00 "," 142,390.00 "
" 2,964.00 "," 271,129.00 "," 405,890.00 "," 199,803.00 ",  -    
" 255,229.00 "," 289,515.00 "," 166,033.00 "," 200,611.00 "," 74,576.00 "
" 8,251.00 "," 169,827.00 "," 184,244.00 "," 199,775.00 "," 59,009.00 "
" 250,074.00 "," 310,011.00 "," 9,879.00 "," 200,007.00 "," 12,095.00 "
  -    ," 332,143.00 "," 58,121.00 "," 200,291.00 "," 98,574.00 "
" 275,602.00 "," 170,424.00 "," 476,431.00 "," 199,326.00 "," 114,045.00 "
" 103,228.00 "," 300,745.00 "," 488,367.00 "," 200,111.00 "," 2,441.00 "
  -    ," 152,586.00 "," 477,830.00 "," 200,121.00 "," 102,852.00 "
" 257,560.00 "," 321,973.00 "," 429,326.00 "," 200,047.00 "," 322,718.00 "
" 301,857.00 "," 199,338.00 "," 289,727.00 "," 198,755.00 "," 75,270.00 "
" 137,673.00 "," 153,974.00 "," 469,886.00 "," 200,265.00 "," 57,785.00 "
" 183,241.00 "," 223,159.00 "," 14,791.00 "," 200,161.00 "," 141,619.00 "
  -    ," 160,066.00 "," 499,776.00 "," 200,137.00 "," 157,500.00 "
" 142,616.00 "," 161,753.00 "," 274,945.00 "," 200,086.00 ",  -    
" 323,326.00 "," 176,137.00 "," 2,818.00 "," 200,091.00 "," 164,260.00 "
" 90,315.00 "," 182,525.00 "," 240,509.00 "," 199,859.00 ",  -    
" 269,665.00 "," 282,059.00 "," 343,217.00 "," 200,840.00 ",  -    
" 92,648.00 "," 275,336.00 "," 65,580.00 "," 200,099.00 "," 252,322.00 "
" 280,503.00 "," 202,742.00 "," 2,062.00 "," 200,352.00 "," 218,903.00 "
" 203,200.00 "," 187,925.00 ", 772.00 ," 199,514.00 "," 33,837.00 "
" 264,243.00 "," 302,902.00 "," 401,911.00 "," 199,990.00 "," 52,131.00 "
" 167,169.00 "," 275,272.00 "," 247,135.00 "," 200,122.00 "," 65,340.00 "
" 149,196.00 "," 269,720.00 "," 371,986.00 "," 200,047.00 ",  -    
" 119,929.00 "," 180,364.00 "," 1,755.00 "," 199,989.00 "," 92,516.00 "
" 386,933.00 "," 298,183.00 "," 488,465.00 "," 199,622.00 ",  -    
" 160,275.00 "," 293,605.00 "," 289,695.00 "," 200,121.00 ",  -    
" 242,348.00 "," 340,211.00 "," 402,063.00 "," 199,945.00 "," 79,356.00 "
" 176,566.00 "," 190,537.00 "," 30,895.00 "," 200,198.00 "," 137,060.00 "
" 231,613.00 "," 274,227.00 "," 7,183.00 "," 200,099.00 ",  -    
" 202,548.00 "," 197,518.00 "," 221,508.00 "," 200,227.00 "," 174,217.00 "
" 179,111.00 "," 196,273.00 "," 144,091.00 "," 200,166.00 ",  -    
  -    ," 309,449.00 "," 351,683.00 "," 200,008.00 ",  -    
" 8,092.00 "," 264,714.00 "," 272,479.00 "," 200,314.00 "," 23,335.00 "
" 71,865.00 "," 190,459.00 "," 290,146.00 "," 199,917.00 "," 115,173.00 "
" 155,563.00 "," 235,182.00 "," 312,469.00 "," 200,118.00 "," 2,982.00 "
" 412,258.00 "," 193,954.00 "," 460,954.00 "," 200,185.00 ",  -    
" 246,089.00 "," 237,555.00 "," 126,442.00 "," 200,587.00 ",  -    
" 31,954.00 "," 196,588.00 "," 479,386.00 "," 200,734.00 ",  -    
" 143,818.00 "," 302,966.00 "," 33,317.00 "," 200,258.00 "," 13,651.00 "
" 231,818.00 "," 159,709.00 "," 499,766.00 "," 200,113.00 "," 24,261.00 "
" 218,094.00 "," 182,077.00 "," 76,862.00 "," 200,044.00 ",  -    
" 196,984.00 "," 327,772.00 "," 61,320.00 "," 199,924.00 ",  -    
" 141,963.00 "," 338,012.00 "," 466,480.00 "," 200,395.00 "," 113,880.00 "
" 327,009.00 "," 225,297.00 "," 226,389.00 "," 199,711.00 ",  -    
" 268,229.00 "," 281,297.00 "," 190,865.00 "," 200,328.00 "," 71,814.00 "
" 202,744.00 "," 214,571.00 "," 370,466.00 "," 199,637.00 "," 83,609.00 "
" 195,695.00 "," 328,138.00 ", 348.00 ," 200,012.00 "," 119,818.00 "
" 217,801.00 "," 260,562.00 "," 232,530.00 "," 200,249.00 "," 59,949.00 "
" 188,545.00 "," 316,604.00 "," 262,653.00 "," 200,111.00 "," 23,588.00 "
" 240,975.00 "," 264,430.00 "," 446,693.00 "," 199,018.00 "," 164,366.00 "
" 363,138.00 "," 267,207.00 "," 340,572.00 "," 199,800.00 "," 7,783.00 "
" 123,416.00 "," 305,365.00 "," 297,560.00 "," 199,785.00 "," 179,723.00 "
" 290,318.00 "," 248,250.00 "," 350,680.00 "," 199,772.00 "," 125,768.00 "
" 107,922.00 "," 286,527.00 ", 587.00 ," 199,867.00 ",  -    
" 370,596.00 "," 311,687.00 "," 25,377.00 "," 200,011.00 "," 126,796.00 "
" 208,323.00 "," 159,149.00 "," 43,958.00 "," 199,873.00 ",  -    
" 174,364.00 "," 176,892.00 "," 34,820.00 "," 200,098.00 "," 37,840.00 "
" 258,959.00 "," 269,352.00 "," 483,309.00 "," 199,884.00 "," 1,681.00 "
" 65,390.00 "," 167,259.00 "," 335,043.00 "," 199,746.00 ",  -    
" 186,287.00 "," 196,959.00 "," 165,628.00 "," 200,313.00 "," 59,775.00 "
" 305,086.00 "," 212,247.00 "," 13,909.00 "," 200,632.00 "," 96,032.00 "
" 186,670.00 "," 324,716.00 "," 278,853.00 "," 200,267.00 "," 234,287.00 "
  -    ," 293,245.00 "," 225,930.00 "," 199,880.00 "," 144,972.00 "
" 174,398.00 "," 153,119.00 "," 83,520.00 "," 200,147.00 ", 626.00 
" 72,789.00 "," 151,105.00 "," 145,903.00 "," 200,628.00 "," 44,416.00 "
" 136,210.00 "," 178,838.00 "," 2,765.00 "," 199,864.00 "," 314,541.00 "
" 285,851.00 "," 240,560.00 "," 318,632.00 "," 200,391.00 "," 10,278.00 "
" 316,967.00 "," 252,645.00 "," 347,143.00 "," 200,217.00 ",  -    
" 231,686.00 "," 209,387.00 "," 312,507.00 "," 200,105.00 "," 112,602.00 "
" 282,694.00 "," 244,081.00 "," 378,826.00 "," 199,588.00 ",  -    
" 26,634.00 "," 194,662.00 "," 70,694.00 "," 200,304.00 "," 211,461.00 "
" 80,698.00 "," 263,210.00 "," 446,995.00 "," 200,361.00 ",  -    
" 337,876.00 "," 281,678.00 "," 472,371.00 "," 200,120.00 ",  -    
" 193,379.00 "," 216,584.00 "," 77,688.00 "," 200,232.00 ",  -    
" 141,026.00 "," 300,541.00 "," 463,317.00 "," 199,177.00 "," 288,378.00 "
" 253,014.00 "," 259,317.00 "," 418,247.00 "," 200,551.00 ",  -    
" 248,067.00 "," 331,820.00 "," 472,199.00 "," 199,760.00 "," 34,585.00 "
" 272,198.00 "," 248,282.00 "," 33,315.00 "," 199,781.00 "," 85,675.00 "
" 281,829.00 "," 167,018.00 "," 7,502.00 "," 199,532.00 "," 185,903.00 "
" 400,726.00 "," 223,618.00 "," 453,323.00 "," 199,632.00 "," 93,195.00 "
" 41,054.00 "," 257,545.00 "," 33,439.00 "," 200,126.00 "," 200,353.00 "
" 246,108.00 "," 216,617.00 "," 196,048.00 "," 199,971.00 "," 206,402.00 "
" 286,054.00 "," 305,745.00 "," 335,934.00 "," 200,197.00 "," 1,017.00 "
" 341,608.00 "," 194,020.00 "," 307,511.00 "," 199,211.00 "," 121,503.00 "
" 345,207.00 "," 230,773.00 "," 426,162.00 "," 200,314.00 "," 54,370.00 "
  -    ," 204,212.00 "," 61,837.00 "," 200,200.00 "," 75,492.00 "
" 310,977.00 "," 223,140.00 "," 280,016.00 "," 199,773.00 "," 234,202.00 "
" 381,546.00 "," 331,280.00 "," 216,470.00 "," 199,884.00 "," 72,092.00 "
" 139,443.00 "," 176,720.00 "," 29,654.00 "," 200,203.00 "," 113,687.00 "
" 282,657.00 "," 171,552.00 "," 499,586.00 "," 199,845.00 ",  -    
" 188,453.00 "," 189,034.00 "," 463,843.00 "," 199,576.00 "," 141,425.00 "
" 208,600.00 "," 239,484.00 "," 384,364.00 "," 200,750.00 "," 35,691.00 "
" 437,646.00 "," 343,899.00 "," 354,013.00 "," 200,361.00 "," 126,483.00 "
" 138,541.00 "," 284,258.00 "," 1,619.00 "," 200,362.00 "," 49,309.00 "
  -    ," 347,567.00 "," 496,660.00 "," 199,786.00 "," 101,242.00 "
" 216,324.00 "," 233,769.00 "," 2,205.00 "," 200,002.00 "," 15,215.00 "
" 229,822.00 "," 302,305.00 "," 23,379.00 "," 199,977.00 "," 24,685.00 "
" 243,539.00 "," 267,580.00 "," 104,058.00 "," 199,707.00 "," 172,984.00 "
" 213,033.00 "," 275,122.00 "," 461,662.00 "," 200,161.00 "," 85,070.00 "
" 235,479.00 "," 246,064.00 "," 129,158.00 "," 200,321.00 "," 26,144.00 "
" 151,833.00 "," 235,819.00 "," 22,805.00 "," 200,059.00 ",  -    
" 154,996.00 "," 337,186.00 "," 329,724.00 "," 200,369.00 "," 39,968.00 "
" 212,064.00 "," 330,207.00 "," 259,343.00 "," 200,745.00 "," 3,640.00 "
" 245,710.00 "," 297,109.00 "," 492,899.00 "," 199,821.00 ",  -    
" 195,467.00 "," 267,342.00 "," 168,370.00 "," 200,143.00 ",  -    
" 178,679.00 "," 216,707.00 "," 54,940.00 "," 200,268.00 "," 3,916.00 "
" 286,487.00 "," 272,213.00 "," 111,003.00 "," 199,366.00 "," 88,885.00 "
" 182,551.00 "," 315,395.00 "," 492,308.00 "," 200,345.00 "," 97,322.00 "
" 218,332.00 "," 231,091.00 "," 330,587.00 "," 199,428.00 "," 120,672.00 "
" 222,560.00 "," 192,545.00 "," 344,633.00 "," 199,537.00 ",  -    
" 132,231.00 "," 336,351.00 "," 91,648.00 "," 200,524.00 "," 138,705.00 "
" 116,720.00 "," 274,999.00 "," 202,486.00 "," 199,149.00 ",  -    
" 167,322.00 "," 339,189.00 "," 481,118.00 "," 200,153.00 ",  -    
" 74,686.00 "," 201,508.00 "," 429,616.00 "," 199,194.00 ",  -    
" 182,092.00 "," 159,414.00 "," 179,609.00 "," 199,471.00 "," 56,843.00 "
" 263,254.00 "," 268,942.00 "," 21,816.00 "," 200,450.00 "," 67,137.00 "
" 157,804.00 "," 297,843.00 "," 108,333.00 "," 199,818.00 "," 160,066.00 "
" 199,050.00 "," 221,170.00 "," 67,837.00 "," 199,880.00 "," 66,026.00 "
" 262,261.00 "," 258,632.00 "," 30,442.00 "," 199,964.00 "," 114,327.00 "
" 380,855.00 "," 220,568.00 "," 384,106.00 "," 200,039.00 ",  -    
" 214,173.00 "," 165,302.00 "," 398,441.00 "," 199,538.00 "," 98,587.00 "
" 161,684.00 "," 160,098.00 "," 89,161.00 "," 200,198.00 ",  -    
" 200,758.00 "," 205,322.00 "," 460,024.00 "," 200,492.00 "," 164,724.00 "
" 399,357.00 "," 321,985.00 "," 347,680.00 "," 199,633.00 ",  -    
" 185,339.00 "," 254,243.00 "," 249,832.00 "," 199,802.00 "," 138,390.00 "
" 305,353.00 "," 176,719.00 "," 151,297.00 "," 200,086.00 "," 138,656.00 "
" 348,255.00 "," 275,913.00 "," 493,142.00 "," 200,610.00 "," 47,740.00 "
" 40,201.00 "," 194,096.00 "," 498,810.00 "," 200,091.00 "," 151,460.00 "
" 388,353.00 "," 223,419.00 "," 294,820.00 "," 199,901.00 "," 1,079.00 "
" 327,696.00 "," 307,845.00 "," 365,106.00 "," 200,364.00 "," 116,262.00 "
" 136,711.00 "," 267,454.00 "," 20,578.00 "," 200,034.00 "," 104,223.00 "
" 202,965.00 "," 243,244.00 "," 8,435.00 "," 200,042.00 "," 76,322.00 "
" 349,193.00 "," 315,630.00 "," 5,379.00 "," 199,987.00 "," 117,109.00 "
" 220,225.00 "," 211,450.00 "," 432,032.00 "," 199,824.00 ",  -    
" 333,660.00 "," 220,942.00 "," 278,256.00 "," 199,063.00 ",  -    
" 282,015.00 "," 288,044.00 "," 339,396.00 "," 199,055.00 "," 202,040.00 "
" 93,946.00 "," 242,705.00 "," 373,146.00 "," 200,133.00 "," 150,537.00 "
" 30,724.00 "," 158,981.00 "," 12,913.00 "," 200,604.00 "," 156,028.00 "
" 476,065.00 "," 177,794.00 "," 13,065.00 "," 200,072.00 ",  -    
" 128,033.00 "," 237,276.00 "," 443,653.00 "," 199,541.00 "," 167,745.00 "
" 303,036.00 "," 272,973.00 "," 455,873.00 "," 200,356.00 "," 45,982.00 "
" 248,861.00 "," 264,509.00 "," 327,604.00 "," 200,547.00 "," 53,558.00 "
" 201,420.00 "," 329,640.00 "," 124,689.00 "," 199,894.00 "," 94,790.00 "
" 210,329.00 "," 168,683.00 "," 342,998.00 "," 200,009.00 "," 131,529.00 "
" 354,554.00 "," 243,888.00 "," 329,445.00 "," 199,768.00 "," 50,784.00 "
" 317,189.00 "," 224,673.00 "," 9,079.00 "," 200,293.00 ",  -    
" 381,102.00 "," 238,803.00 "," 268,692.00 "," 199,757.00 ",  -    
  -    ," 209,193.00 "," 462,112.00 "," 200,101.00 ",  -    
" 312,810.00 "," 344,215.00 "," 384,002.00 "," 199,549.00 ",  -    
" 92,857.00 "," 214,611.00 "," 109,842.00 "," 200,495.00 ",  -    
" 174,492.00 "," 153,973.00 "," 404,778.00 "," 199,590.00 "," 56,898.00 "
" 241,439.00 "," 193,860.00 "," 101,469.00 "," 200,031.00 "," 58,107.00 "
" 179,114.00 "," 300,592.00 "," 325,682.00 "," 199,289.00 "," 114,034.00 "
" 322,062.00 "," 326,243.00 "," 472,210.00 "," 199,602.00 ",  -    
" 289,541.00 "," 201,218.00 "," 335,310.00 "," 200,419.00 "," 294,300.00 "
" 13,909.00 "," 255,319.00 "," 77,064.00 "," 200,475.00 ",  -    
" 118,974.00 "," 215,094.00 "," 431,285.00 "," 200,488.00 "," 223,128.00 "
" 212,417.00 "," 194,910.00 "," 22,425.00 "," 200,769.00 "," 39,966.00 "
" 440,534.00 "," 325,982.00 "," 398,366.00 "," 200,218.00 "," 102,643.00 "
" 180,507.00 "," 183,163.00 "," 320,823.00 "," 200,885.00 ",  -    
" 236,159.00 "," 299,583.00 "," 144,952.00 "," 199,350.00 "," 87,083.00 "
" 60,041.00 "," 273,308.00 "," 463,179.00 "," 199,328.00 "," 123,558.00 "
" 42,349.00 "," 326,921.00 "," 370,782.00 "," 200,153.00 "," 6,302.00 "
" 157,771.00 "," 218,743.00 "," 263,454.00 "," 200,350.00 ",  -    
" 187,482.00 "," 271,597.00 "," 210,542.00 "," 200,046.00 "," 143,462.00 "
" 119,563.00 "," 182,617.00 "," 264,844.00 "," 200,281.00 "," 199,850.00 "
" 366,417.00 "," 261,315.00 "," 126,579.00 "," 199,944.00 "," 97,989.00 "
" 78,549.00 "," 305,471.00 "," 8,333.00 "," 200,049.00 ",  -    
" 157,240.00 "," 261,712.00 "," 382,868.00 "," 200,273.00 ",  -    
" 166,623.00 "," 293,775.00 ", 261.00 ," 200,242.00 ",  -    
" 185,982.00 "," 244,715.00 "," 496,626.00 "," 200,630.00 ",  -    
" 49,275.00 "," 291,716.00 "," 242,634.00 "," 200,496.00 ",  -    
" 149,403.00 "," 209,132.00 "," 2,962.00 "," 199,649.00 ",  -    
" 278,224.00 "," 294,749.00 "," 386,439.00 "," 199,805.00 "," 102,333.00 "
" 217,094.00 "," 325,065.00 "," 51,988.00 "," 199,812.00 "," 185,517.00 "
" 140,730.00 "," 177,595.00 "," 118,045.00 "," 200,211.00 ",  -    
" 161,404.00 "," 227,015.00 "," 146,127.00 "," 199,352.00 "," 117,943.00 "
" 184,157.00 "," 218,586.00 "," 30,430.00 "," 200,194.00 ",  -    
" 145,689.00 "," 327,716.00 "," 492,283.00 "," 200,533.00 ",  -    
" 210,331.00 "," 259,156.00 "," 476,015.00 "," 200,307.00 "," 83,340.00 "
" 107,112.00 "," 277,260.00 "," 499,334.00 "," 199,752.00 ",  -    
" 213,836.00 "," 262,265.00 "," 322,490.00 "," 199,119.00 "," 59,830.00 "
" 283,114.00 "," 168,250.00 "," 454,340.00 "," 200,553.00 "," 175,176.00 "
" 278,517.00 "," 179,809.00 "," 499,652.00 "," 199,881.00 "," 199,182.00 "
" 276,283.00 "," 236,972.00 "," 311,426.00 "," 200,286.00 ",  -    
" 122,444.00 "," 202,434.00 "," 36,319.00 "," 200,282.00 "," 98,330.00 "
" 3,541.00 "," 332,051.00 "," 411,404.00 "," 200,242.00 "," 83,346.00 "
" 256,535.00 "," 338,561.00 "," 497,963.00 "," 200,223.00 ",  -    
" 156,012.00 "," 182,227.00 "," 105,029.00 "," 199,657.00 ",  -    
" 237,256.00 "," 300,049.00 "," 164,829.00 "," 199,846.00 ",  -    
" 264,099.00 "," 217,203.00 "," 216,911.00 "," 200,729.00 ",  -    
" 227,937.00 "," 315,730.00 "," 478,362.00 "," 199,803.00 "," 248,601.00 "
" 401,772.00 "," 298,047.00 "," 92,704.00 "," 199,991.00 "," 31,793.00 "
" 196,547.00 "," 340,813.00 "," 93,091.00 "," 200,387.00 ",  -    
" 140,310.00 "," 276,133.00 "," 180,929.00 "," 200,139.00 "," 71,125.00 "
" 230,630.00 "," 233,173.00 "," 403,350.00 "," 199,281.00 ",  -    
" 214,744.00 "," 189,870.00 "," 266,644.00 "," 199,814.00 "," 104,972.00 "
" 186,835.00 "," 234,951.00 "," 484,677.00 "," 199,848.00 ",  -    
" 105,283.00 "," 164,995.00 "," 499,983.00 "," 200,817.00 ",  -    
" 168,631.00 "," 219,028.00 "," 433,190.00 "," 199,487.00 "," 53,164.00 "
" 163,499.00 "," 301,588.00 "," 470,727.00 "," 199,848.00 "," 386,547.00 "
" 84,103.00 "," 167,513.00 "," 279,852.00 "," 200,168.00 "," 36,578.00 "
" 226,112.00 "," 186,880.00 "," 152,742.00 "," 199,610.00 ",  -    
" 125,478.00 "," 222,793.00 "," 484,876.00 "," 200,318.00 ",  -    
" 166,076.00 "," 263,844.00 "," 175,012.00 "," 199,844.00 "," 11,836.00 "
" 172,185.00 "," 242,151.00 "," 219,269.00 "," 200,009.00 "," 45,436.00 "
" 217,497.00 "," 276,068.00 "," 21,022.00 "," 200,352.00 "," 15,869.00 "
" 202,742.00 "," 338,312.00 "," 43,981.00 "," 199,658.00 "," 61,364.00 "
" 336,524.00 "," 238,312.00 "," 52,840.00 "," 200,239.00 "," 5,499.00 "
" 242,366.00 "," 266,795.00 "," 85,999.00 "," 199,644.00 "," 106,345.00 "
" 260,752.00 "," 300,299.00 "," 85,736.00 "," 200,311.00 "," 276,343.00 "
" 10,545.00 "," 340,030.00 "," 1,445.00 "," 200,048.00 "," 63,581.00 "
" 257,244.00 "," 280,949.00 "," 267,785.00 "," 199,958.00 "," 204,325.00 "
" 290,119.00 "," 208,851.00 "," 468,673.00 "," 200,847.00 "," 109,215.00 "
" 331,931.00 "," 201,782.00 "," 426,987.00 "," 199,766.00 "," 113,049.00 "
" 187,762.00 "," 225,702.00 "," 134,191.00 "," 200,695.00 ",  -    
